ID Empleado;Nombre Completo;Email;Nombre de Supervisor;Monto a pagar
375;Bart Marshall;bart_marshall@biz.com;Jacqueline Davies;2688.806700
376;Davina Notman;davina_notman@biz.com;Jacqueline Davies;3577.365900
377;Allison Flett;allison_flett@biz.com;Jacqueline Davies;3169.123800
378;Percy Andrews;percy_andrews@biz.com;Ellen Gardner;2757.645300
379;Rufus Scott;rufus_scott@biz.com;Ellen Gardner;3465.003300
380;Maria Gibson;maria_gibson@biz.com;Percy Rixon;3336.579600
381;Julius Michael;julius_michael@biz.com;Percy Rixon;2875.746000
382;Paige Hamilton;paige_hamilton@biz.com;Percy Rixon;4276.530600
383;Eryn Poole;eryn_poole@biz.com;Percy Rixon;3943.069800
384;Javier Pierce;javier_pierce@biz.com;Goldie Giles;3726.919200
385;Russel Connell;russel_connell@biz.com;Goldie Giles;3784.114200
386;Tyson Ranks;tyson_ranks@biz.com;Bethany Whinter;4156.104900
387;Benny Woodley;benny_woodley@biz.com;Bethany Whinter;4286.360700
388;Lucas Cobb;lucas_cobb@biz.com;Bethany Whinter;3602.234100
389;Ally Gordon;ally_gordon@biz.com;Bethany Whinter;3626.265300
390;Alba Grady;alba_grady@biz.com;Estrella Wallace;4005.975000
391;Drew Lewis;drew_lewis@biz.com;Estrella Wallace;2964.598200
392;Bristol Morley;bristol_morley@biz.com;Georgia Walsh;2805.177600
393;Thea Dyson;thea_dyson@biz.com;Georgia Walsh;2554.235700
394;Grace Wild;grace_wild@biz.com;Lillian Robertson;2947.914000
395;Maxwell Hunter;maxwell_hunter@biz.com;Lillian Robertson;3709.360800
396;Nancy Strong;nancy_strong@biz.com;Lillian Robertson;3752.829000
397;Ivette Alexander;ivette_alexander@biz.com;Crystal Pierce;2544.563700
398;Rosalyn Veale;rosalyn_veale@biz.com;Crystal Pierce;2710.894200
399;Gil Hunt;gil_hunt@biz.com;Crystal Pierce;3553.669500
400;Abdul Gibbons;abdul_gibbons@biz.com;Crystal Pierce;4166.307000
401;Bristol Giles;bristol_giles@biz.com;Doris Mcnally;3702.534600
402;Bernadette Morley;bernadette_morley@biz.com;Logan Edmonds;2724.686100
403;Alessandra Blackwall;alessandra_blackwall@biz.com;Logan Edmonds;4178.052900
404;Lexi Carson;lexi_carson@biz.com;Logan Edmonds;3346.846800
405;Ethan Furnell;ethan_furnell@biz.com;Logan Edmonds;3701.241900
406;Josh Hunter;josh_hunter@biz.com;Emerald Lindsay;2960.022600
407;Charlotte Varndell;charlotte_varndell@biz.com;Emerald Lindsay;3634.430700
408;Eduardo Gregory;eduardo_gregory@biz.com;Emerald Lindsay;3580.221000
409;Carl Cann;carl_cann@biz.com;Peter Needham;3856.468200
410;Kaylee Reynolds;kaylee_reynolds@biz.com;Peter Needham;4256.489100
411;Noah Robertson;noah_robertson@biz.com;Peter Needham;3647.227500
412;Sabrina Goodman;sabrina_goodman@biz.com;Peter Needham;2813.194200
413;Audrey Neal;audrey_neal@biz.com;Jayden Gosling;2819.918100
414;Margot Osman;margot_osman@biz.com;Jayden Gosling;2745.611100
415;Cara Richards;cara_richards@biz.com;Jayden Gosling;3409.854300
416;Cedrick Furnell;cedrick_furnell@biz.com;Jayden Gosling;3787.406400
417;Martin Roth;martin_roth@biz.com;Maxwell Hill;3293.502000
418;Stella Dixon;stella_dixon@biz.com;Maxwell Hill;2847.846000
419;Maya Yoman;maya_yoman@biz.com;Maxwell Hill;3080.206500
420;Joy Morrow;joy_morrow@biz.com;Maxwell Hill;3958.851900
421;Hayden Aldridge;hayden_aldridge@biz.com;Maxwell Hill;3422.344200
422;Peter Rodwell;peter_rodwell@biz.com;Maxwell Hill;4005.072900
423;Manuel Bishop;manuel_bishop@biz.com;Regina Coleman;3301.323300
424;Clint Ring;clint_ring@biz.com;Regina Coleman;3124.176900
425;Shay James;shay_james@biz.com;Regina Coleman;3850.897500
426;Rocco Ellis;rocco_ellis@biz.com;Celina Clarke;3742.803600
427;Rick Overson;rick_overson@biz.com;Celina Clarke;2715.581400
428;Stella Lynch;stella_lynch@biz.com;Celina Clarke;2801.169300
429;Denis Yarlett;denis_yarlett@biz.com;Celina Clarke;3603.666300
430;Destiny Notman;destiny_notman@biz.com;Nicholas Alldridge;2423.580000
431;Kamila Andrews;kamila_andrews@biz.com;Nicholas Alldridge;3511.484700
432;Gwen Gosling;gwen_gosling@biz.com;Nicholas Alldridge;4104.043500
433;Ron Amstead;ron_amstead@biz.com;Vicky Mullins;3779.334000
434;Ivette Partridge;ivette_partridge@biz.com;Vicky Mullins;4100.100300
435;Denny Rowe;denny_rowe@biz.com;Vicky Mullins;2804.061600
436;Elena Whatson;elena_whatson@biz.com;Vicky Mullins;3632.152200
437;Aeris Brennan;aeris_brennan@biz.com;Cedrick Clark;3801.747000
438;Crystal Martin;crystal_martin@biz.com;Cedrick Clark;2927.137800
439;Nate Scott;nate_scott@biz.com;Cedrick Clark;3289.261200
440;Mark Shaw;mark_shaw@biz.com;Cedrick Clark;3012.623400
441;David Freeburn;david_freeburn@biz.com;Scarlett Thompson;2414.103300
442;Alexander Gaynor;alexander_gaynor@biz.com;Scarlett Thompson;2808.004800
443;Jennifer Hewitt;jennifer_hewitt@biz.com;Chris Jarvis;3331.585500
444;Chelsea Thompson;chelsea_thompson@biz.com;Chris Jarvis;3720.334800
445;Robyn Craig;robyn_craig@biz.com;Chris Jarvis;2632.802100
446;Sofia Bloom;sofia_bloom@biz.com;Ron Warner;3146.208600
447;Aisha Wellington;aisha_wellington@biz.com;Ron Warner;3481.110900
448;Willow Walker;willow_walker@biz.com;Ron Warner;3557.091900
449;Sofia Walsh;sofia_walsh@biz.com;Ron Warner;2972.493900
450;Jayden Collins;jayden_collins@biz.com;Shay Matthews;3664.051200
451;Ryan Webster;Ryan_Webster6612@hourpy.biz;Shay Matthews;2324.300000
452;Emmanuelle Tennant;Emmanuelle_Tennant8391@deavo.com;Shay Matthews;1498.120000
453;Madison Niles;Madison_Niles1183@naiker.biz;Shay Matthews;3174.050000
454;Julius Abbey;Julius_Abbey7193@liret.org;Shay Matthews;2367.390000
455;Chris Beal;Chris_Beal747@twipet.com;Daphne Clarke;825.920000
456;Bart Talbot;Bart_Talbot7475@sveldo.biz;Aiden Griffiths;4033.320000
457;Barney Patel;Barney_Patel1198@bretoux.com;Aiden Griffiths;496.500000
458;Leroy Grady;Leroy_Grady6771@yahoo.com;Aiden Griffiths;2564.500000
459;Summer Forth;Summer_Forth493@gompie.com;Carl Dillon;2262.920000
460;Selena Eyres;Selena_Eyres942@corti.com;Carl Dillon;2927.700000
461;Sara Dallas;Sara_Dallas3754@mafthy.com;Carl Dillon;227.640000
462;Cameron Chester;Cameron_Chester3738@bretoux.com;Jessica Blackwall;5251.950000
463;Madelyn Woodcock;Madelyn_Woodcock7383@muall.tech;Jessica Blackwall;583.300000
464;Harmony Roth;Harmony_Roth8138@naiker.biz;Jessica Blackwall;3213.270000
465;Tess Needham;Tess_Needham6921@tonsy.org;Rosie Hancock;642.770000
466;Nathan Preston;Nathan_Preston5065@naiker.biz;Rosie Hancock;3614.520000
467;Gwenyth Bullock;Gwenyth_Bullock2591@joiniaa.com;Rosie Hancock;3679.280000
468;Ethan Huggins;Ethan_Huggins5325@hourpy.biz;Sage Dixon;5444.010000
469;Daria James;Daria_James3577@hourpy.biz;Sage Dixon;3359.580000
470;Bree Thornton;Bree_Thornton4087@gompie.com;Sage Dixon;2856.060000
471;Georgia Michael;Georgia_Michael3024@nimogy.biz;Sage Dixon;4476.000000
472;Melanie Bullock;Melanie_Bullock1821@jiman.org;Michelle Zaoui;1629.680000
473;Georgia Giles;Georgia_Giles5785@irrepsy.com;Michelle Zaoui;523.920000
474;Denny Ventura;Denny_Ventura3325@twipet.com;Michelle Zaoui;105.240000
475;Marvin Richards;Marvin_Richards9884@supunk.biz;Boris Collins;582.300000
476;Roger Williams;Roger_Williams8567@brety.org;Boris Collins;1052.220000
477;William Allen;William_Allen9372@gompie.com;Boris Collins;3393.160000
478;Charlotte Ward;Charlotte_Ward5660@joiniaa.com;Mabel Owen;3608.360000
479;Anthony Brooks;Anthony_Brooks2669@brety.org;Mabel Owen;4341.310000
480;Cristal Murray;Cristal_Murray8938@typill.biz;Amy Newman;3073.290000
481;Phillip Shelton;Phillip_Shelton1141@bauros.biz;Amy Newman;1285.350000
482;Leroy Rivers;Leroy_Rivers9096@atink.com;Amy Newman;2195.720000
483;Daron Mcgregor;Daron_Mcgregor4462@hourpy.biz;Amy Newman;245.800000
484;Gwen Radley;Gwen_Radley168@twipet.com;Johnny Donnelly;2123.600000
485;Mona Atkinson;Mona_Atkinson9210@naiker.biz;Johnny Donnelly;2918.500000
486;Alexa Ralph;Alexa_Ralph2538@nickia.com;Daron Waterson;222.180000
487;Bart Noon;Bart_Noon486@iatim.tech;Daron Waterson;2754.600000
488;Ronald Wilton;Ronald_Wilton1904@irrepsy.com;Daron Waterson;3352.580000
489;Payton Baker;Payton_Baker4173@cispeto.com;Daron Waterson;2476.600000
490;Logan Weasley;Logan_Weasley4443@nickia.com;Tony Nicolas;2088.000000
491;Maxwell Taylor;Maxwell_Taylor6007@zorer.org;Tony Nicolas;2124.720000
492;Rosalee Gilmour;Rosalee_Gilmour3294@zorer.org;Mavis Rees;3466.520000
493;Barney Gordon;Barney_Gordon2322@gmail.com;Mavis Rees;2491.560000
494;Ivy Talbot;Ivy_Talbot8149@yahoo.com;Lana Walter;400.860000
495;Stephanie Rycroft;Stephanie_Rycroft5398@gmail.com;Lana Walter;1332.360000
496;Makena Crawley;Makena_Crawley4184@mafthy.com;Lana Walter;3451.160000
497;Boris Bailey;Boris_Bailey5789@twace.org;Maxwell Dann;892.350000
498;William Pickard;William_Pickard1707@ovock.tech;Maxwell Dann;1425.040000
499;Irene Michael;Irene_Michael3147@vetan.org;Maxwell Dann;2160.700000
500;Maxwell Fowler;Maxwell_Fowler569@muall.tech;Maxwell Dann;212.000000
501;Brad Paterson;Brad_Paterson4114@iatim.tech;Nathan Morgan;1811.520000
502;Alexander Osmond;Alexander_Osmond2234@infotech44.tech;Abdul Weatcroft;154.720000
503;Sydney Phillips;Sydney_Phillips7466@mafthy.com;Abdul Weatcroft;819.140000
504;Jacob Parr;Jacob_Parr971@sheye.org;Abdul Weatcroft;171.000000
505;Owen Burge;Owen_Burge8588@liret.org;Abdul Weatcroft;1970.500000
506;Hanna Verdon;Hanna_Verdon9269@grannar.com;Valentina Walker;2205.640000
507;Martin Logan;Martin_Logan7746@famism.biz;Valentina Walker;3517.260000
508;Henry Holt;Henry_Holt9583@gmail.com;Valentina Walker;4449.800000
509;Jazmin Kidd;Jazmin_Kidd2060@nimogy.biz;Victoria Flack;1859.000000
510;Barry Phillips;Barry_Phillips7278@corti.com;Victoria Flack;3332.680000
511;Adalie Stewart;Adalie_Stewart2857@typill.biz;Victoria Flack;4134.240000
512;Percy Clarke;Percy_Clarke1732@irrepsy.com;Victoria Flack;3009.000000
513;Courtney James;Courtney_James6697@eirey.tech;Doug Tyler;3524.640000
514;Benny Tyrrell;Benny_Tyrrell6921@grannar.com;Doug Tyler;2029.040000
515;Ally Stevenson;Ally_Stevenson7278@fuliss.net;Doug Tyler;3278.400000
516;Rosa Tait;Rosa_Tait1615@tonsy.org;Doug Tyler;944.000000
517;Tania Hamilton;Tania_Hamilton4392@sveldo.biz;Helen Vince;3505.890000
518;Louise Oatway;Louise_Oatway9597@nanoff.biz;Helen Vince;1779.840000
519;Sasha Allen;Sasha_Allen4909@bretoux.com;Helen Vince;3590.640000
520;Angela Briggs;Angela_Briggs9627@dionrab.com;Helen Vince;409.360000
521;Emery Townend;Emery_Townend1682@elnee.tech;Helen Vince;747.460000
522;Phillip Wilkinson;Phillip_Wilkinson2721@womeona.net;Helen Vince;2958.690000
523;Abbey Stanley;Abbey_Stanley9758@womeona.net;Danny Neville;3753.640000
524;Russel Blythe;Russel_Blythe5668@irrepsy.com;Danny Neville;1167.750000
525;Caydence Shea;Caydence_Shea5255@muall.tech;Danny Neville;914.240000
526;Eduardo Rigg;Eduardo_Rigg4159@yahoo.com;Tony Vince;2060.450000
527;Johnathan Mcgee;Johnathan_Mcgee878@brety.org;Tony Vince;3102.940000
528;Beatrice Saunders;Beatrice_Saunders44@deavo.com;Tony Vince;411.520000
529;Rosalee Kelly;Rosalee_Kelly4231@sveldo.biz;Tony Vince;973.940000
530;Rick Lynch;Rick_Lynch9604@muall.tech;Gwenyth Groves;4293.520000
531;Josh Bryant;Josh_Bryant4961@joiniaa.com;Gwenyth Groves;3145.710000
532;Denny Corbett;Denny_Corbett5233@muall.tech;Gwenyth Groves;2520.180000
533;Jane Marshall;Jane_Marshall2365@eirey.tech;Brad Antcliff;3488.120000
534;Hank Pearson;Hank_Pearson2502@guentu.biz;Brad Antcliff;3778.600000
535;Mark Terry;Mark_Terry8490@acrit.org;Brad Antcliff;3461.040000
536;Angelique Williams;Angelique_Williams4160@guentu.biz;Brad Antcliff;1775.400000
537;Amy Booth;Amy_Booth7726@cispeto.com;Sarah Fleming;2818.480000
538;Carissa Woodcock;Carissa_Woodcock6864@bungar.biz;Sarah Fleming;3846.060000
539;Esmeralda Olivier;Esmeralda_Olivier3578@jiman.org;Sarah Fleming;2571.480000
540;Russel Chappell;Russel_Chappell1666@bauros.biz;Sarah Fleming;446.290000
541;Moira Mann;Moira_Mann623@brety.org;Ruth Yarlett;1402.800000
542;Enoch Eddison;Enoch_Eddison1493@brety.org;Ruth Yarlett;1044.160000
543;Belinda Cork;Belinda_Cork6246@irrepsy.com;Havana Rainford;449.760000
544;Gabriel Forester;Gabriel_Forester7236@zorer.org;Havana Rainford;3907.200000
545;Danny Jones;Danny_Jones3252@iatim.tech;Havana Rainford;3204.320000
546;Carmella Osman;Carmella_Osman5847@deons.tech;John Stewart;2934.850000
547;Phillip Jones;Phillip_Jones6735@acrit.org;John Stewart;475.160000
548;Violet Stone;Violet_Stone385@twipet.com;John Stewart;3015.360000
549;Molly Russel;Molly_Russel9627@nanoff.biz;John Stewart;2681.270000
550;Eileen Cooper;Eileen_Cooper8813@mafthy.com;Rita Chapman;5621.150000
551;Isla Paterson;Isla_Paterson3053@corti.com;Rita Chapman;2831.500000
552;Laila Price;Laila_Price4422@corti.com;Rita Chapman;5173.010000
553;Lynn Briggs;Lynn_Briggs626@cispeto.com;Rita Chapman;72.220000
554;Nick Baker;Nick_Baker2843@gmail.com;Rita Chapman;2217.600000
555;Mackenzie Parker;Mackenzie_Parker4348@eirey.tech;Adela Mould;3478.880000
556;Melody Mann;Melody_Mann1569@nanoff.biz;Noah Wigley;828.660000
557;Phillip Kerr;Phillip_Kerr7@qater.org;Noah Wigley;535.920000
558;Thea Cox;Thea_Cox1810@corti.com;Noah Wigley;3066.660000
559;Jayden Henderson;Jayden_Henderson5561@brety.org;Fred Savage;2865.170000
560;Daria Adams;Daria_Adams4623@dionrab.com;Fred Savage;1142.460000
561;Anthony Maxwell;Anthony_Maxwell5158@sheye.org;Fred Savage;2715.770000
562;Anthony Tennant;Anthony_Tennant637@iatim.tech;Julius Rycroft;4118.540000
563;John Bright;John_Bright2743@gembat.biz;Julius Rycroft;3138.120000
564;Chester Tailor;Chester_Tailor2132@infotech44.tech;Julius Rycroft;266.720000
565;Phoebe Wilcox;Phoebe_Wilcox7988@kideod.biz;Jayden Ralph;2650.520000
566;Celia Miller;Celia_Miller7039@muall.tech;Jayden Ralph;3113.220000
567;Barney Weatcroft;Barney_Weatcroft907@tonsy.org;Jayden Ralph;1341.720000
568;Eduardo Gilmore;Eduardo_Gilmore2315@zorer.org;Liv Casey;1545.480000
569;Cristal Nielson;Cristal_Nielson5455@extex.org;Liv Casey;1662.610000
570;Manuel Wren;Manuel_Wren3557@hourpy.biz;Liv Casey;1614.600000
571;Percy Power;Percy_Power4976@ovock.tech;Liv Casey;2212.980000
572;Britney Dixon;Britney_Dixon735@liret.org;Alan Waterhouse;5351.420000
573;Samara Williams;Samara_Williams4170@yahoo.com;Alan Waterhouse;4543.560000
574;Rosa Russel;Rosa_Russel939@zorer.org;Alan Waterhouse;3711.200000
575;Erick Holmes;Erick_Holmes3524@supunk.biz;Gloria Robinson;314.580000
576;Makena Cann;Makena_Cann8004@naiker.biz;Gloria Robinson;1359.040000
577;Jane Tindall;Jane_Tindall8732@gembat.biz;Gloria Robinson;4942.080000
578;William Jarrett;William_Jarrett1386@vetan.org;Matthew Thorne;919.680000
579;Ronald Coates;Ronald_Coates9949@naiker.biz;Matthew Thorne;4437.840000
580;Peyton Robinson;Peyton_Robinson5139@vetan.org;Tom Lewis;4109.400000
581;Marjorie Alcroft;Marjorie_Alcroft4803@zorer.org;Tom Lewis;2193.910000
582;Bristol Knight;Bristol_Knight1107@mafthy.com;Tom Lewis;2829.000000
583;Alexander King;Alexander_King2761@gompie.com;Tom Lewis;675.720000
584;Maggie Funnell;Maggie_Funnell2106@grannar.com;Emma Rogers;4548.180000
585;Kirsten Norman;Kirsten_Norman4921@nickia.com;Emma Rogers;3735.900000
586;Joy Jefferson;Joy_Jefferson5639@mafthy.com;Percy Grant;176.120000
587;Denis Larkin;Denis_Larkin1936@extex.org;Percy Grant;1397.520000
588;Mabel Yoman;Mabel_Yoman92@gompie.com;Percy Grant;681.480000
589;Johnny Walton;Johnny_Walton5439@elnee.tech;Percy Grant;3708.000000
590;Josh Dann;Josh_Dann4349@gompie.com;Leanne Flack;1285.470000
591;Ryan Becker;Ryan_Becker9715@eirey.tech;Leanne Flack;3233.280000
592;Anais Gaynor;Anais_Gaynor8054@bulaffy.com;Mina Hamilton;1361.840000
593;Darlene Johnson;Darlene_Johnson5160@irrepsy.com;Mina Hamilton;2046.100000
594;Gil Wooldridge;Gil_Wooldridge2926@joiniaa.com;Barry Farrow;2484.060000
595;Adina Wright;Adina_Wright6434@jiman.org;Barry Farrow;3465.600000
596;Bart Davies;Bart_Davies530@bretoux.com;Barry Farrow;1462.640000
597;Cassidy Griffiths;Cassidy_Griffiths9890@sheye.org;Elijah Stevens;4293.600000
598;Audrey Pond;Audrey_Pond9422@famism.biz;Elijah Stevens;2095.200000
599;Faith Leigh;Faith_Leigh1026@kideod.biz;Elijah Stevens;3105.000000
600;Hank Jackson;Hank_Jackson776@sveldo.biz;Elijah Stevens;806.700000
 ; ; ;Subtotal;1955351.727400
 ; ; ;Impuestos a retener;120600.562600
 ; ; ;Total;2075952.290000
